document_id,project_id,project_name,publish_date,outlet,title,author
TEMPID0020210319eh3i00038,P111,Jakarta-Bandung HSR,2021-03-21,Koran Tempo,Pemerintah Rombak Direksi Kereta Cepat Indonesia China,
TEMPID0020210326eh3l0003h,P111,Jakarta-Bandung HSR,2021-03-21,Koran Tempo,Maju-Mundur Kereta Cepat,
TEMPID0020210326eh3l0003j,P111,Jakarta-Bandung HSR,2021-03-23,Koran Tempo,Bengkak karena Biaya Dadakan,
TEMPID0020210323eh3n00003,P111,Jakarta-Bandung HSR,2021-03-23,Koran Tempo,"Rombak Manajemen, Rombak Pembiayaan",
TEMPID0020210323eh3n00004,P111,Jakarta-Bandung HSR,2021-03-23,Koran Tempo,Kian Rumit Menjelang Tenggat,
TEMPID0020210324eh3n00005,P111,Jakarta-Bandung HSR,2021-03-24,Koran Tempo,Tanggung Rata Bengkak Biaya,
TEMPID0020210324eh3o00002,P111,Jakarta-Bandung HSR,2021-03-24,Koran Tempo,Jalur Cepat Membebaskan Lahan,
TEMPID0020210324eh3o00003,P111,Jakarta-Bandung HSR,2021-03-24,Koran Tempo,Simalakama Kereta Cepat,
TEMPID0020210325eh3o0002w,P111,Jakarta-Bandung HSR,2021-03-25,Koran Tempo,Area Eksklusif di Jalur Kereta Kencang,
TEMPID0020210326eh3p0002u,,,2021-03-26,The Jakarta Post,High-speed rail project gets new chief after hitting buffers,"Eisya A. Eloksari, The Jakarta Post, Jakarta"
JKPOST0020210325eh3q0000e,P145,Mandalika tourism project,2021-04-07,Tempo.co,AIIB Responds to UN Expert's Concern on Mandalika Tourism Project,
TEMPOE0020210407eh47000p4,P116,Jakarta–Bandung HSR,2021-04-13,Koran Tempo,Gula-gula Baru Kereta Cepat Jakarta-Bandung,
TEMPID0020210416eh4d0003g,P116,Jakarta–Bandung HSR,2021-04-19,Koran Tempo,Hitung Ulang Setelah Biaya Melar,
TEMPID0020210423eh4j0004l,P124,Jakarta–Lebak toll road,2021-05-09,Tempo.co,Investment Minister Upbeat Lebak to Become New Economic Growth Zone,
TEMPOE0020210509eh590005n,P029,General,2021-05-18,The Jakarta Post,Indonesia's SOEs reforms: How Chinese are they?,"1,010 words"
JKPOST0020210517eh5i00032,P116,Jakarta–Bandung HSR,2021-06-03,Koran Tempo,Penantian Panjang Kereta Kilat,
TEMPID0020210604eh6300034,P116,Jakarta–Bandung HSR,2021-06-03,Koran Tempo,Menekan Biaya Sepur Cepat,
TEMPID0020210604eh6300032,P115,Jakarta–Bandung / Jakarta–Surabaya HSR,2021-06-04,Tempo.co,KCIC Talks of Jakarta-Surabaya Fast Train as Asked by Jokowi,
TEMPOE0020210604eh640002u,P029,General,2021-06-06,Tempo Magazine,Prabowo’s Speed Train Arms Deal,"2,116 words"
TEMGEN0020210607eh660000g,P116,Jakarta–Bandung HSR,2021-06-13,Koran Tempo,Opsi Perubahan Komposisi Saham BUMN Mengemuka,
TEMPID0020210618eh6d00043,P116,Jakarta–Bandung HSR,2021-06-17,The Jakarta Post,Belt and Road cooperation a path of hope for countries,
JKPOST0020210617eh6h0000e,P029,General,2021-06-17,The Jakarta Post,China's smart manufacturing bears rich fruits,
JKPOST0020210617eh6h0000b,P116,Jakarta–Bandung HSR,2021-06-28,The Jakarta Post,Commentary: Accelerating the $6.07b Jakarta-Bandung high-speed railway,project
JKPOST0020210628eh6s0000b,P029,General,2021-07-12,Tempo Magazine,Lessons from China,
TEMGEN0020210712eh7c00005,,,2021-07-14,Koran Tempo,Rugi Berlipat Kereta Cepat,
TEMPID0020210715eh7e0002v,,,2021-07-16,The Jakarta Post,CPC looks ahead to even brighter future,"1,148 words"
JKPOST0020210716eh7g00002,P029,General,2021-07-22,Koran Tempo,Agar Tak Bergantung pada Tenaga Kerja Asing,
TEMPID0020210723eh7m0003a,,,2021-07-22,Koran Tempo,Bertahan tanpa Tenaga Kerja Asing,
TEMPID0020210723eh7m00039,P153,Morowali & Konawe nickel smelters,2021-07-29,Tempo.co,"Nickel Industry More Profitable for China, Economist Claims",
TEMPOE0020210729eh7t000ji,P116,Jakarta–Bandung HSR,2021-09-02,Koran Tempo,Wajib Audit Proyek Kereta Cepat,
TEMPID0020210903eh920003g,P029,General,2021-09-06,The Jakarta Post,Insight: Why the world should welcome China's role in global governance,"1,072 words"
JKPOST0020210905eh960000c,P029,General,2021-09-10,Koran Tempo,Gencar Melobi Pemakaian Mata Uang Lokal,
TEMPID0020210910eh9a0002w,P029,General,2021-09-22,The Jakarta Post,Manufacturing car battery,
JKPOST0020210921eh9m00006,P111,Jakarta-Bandung HSR,2021-09-26,Koran Tempo,Transfer Teknologi di Proyek Kereta Cepat,
TEMPID0020211001eh9q0003i,P029,General,2021-10-06,Tempo.co,Research Claims Indonesia Owes US$17.8bn 'Hidden Debts' to China,
TEMPOE0020211006eha6000b7,,,2021-10-11,Koran Tempo,Keluar Jalur Kereta Cepat,
TEMPID0020211011ehab00001,P111,Jakarta-Bandung HSR,2021-10-11,Koran Tempo,Bermasalah Sejak Awal Proyek,
TEMPID0020211011ehab00003,P111,Jakarta-Bandung HSR,2021-10-12,The Jakarta Post,The problematic train project,
JKPOST0020211011ehac00007,P029,General,2021-10-12,Koran Tempo,Jebakan Utang Cina,
TEMPID0020211014ehac0002v,P111,Jakarta-Bandung HSR,2021-10-13,Koran Tempo,Risiko Tinggi Utang Tersembunyi dari Cina,
TEMPID0020211013ehad00002,P029,General,2021-10-13,Koran Tempo,Gula-gula Pinjaman Murah,
TEMPID0020211013ehad00003,P029,General,2021-10-14,Koran Tempo,Utang Merambat ke Lembaga Keuangan,
TEMPID0020211014ehae00003,P029,General,2021-10-14,Koran Tempo,Berubah Siasat di Era Jokowi,
TEMPID0020211014ehae00004,P111,Jakarta-Bandung HSR,2021-10-15,The Jakarta Post,"Jokowi's 'Mr. Fix-It', Luhut focuses on getting job done","Yerica Lai, The Jakarta Post, Jakarta"
JKPOST0020211014ehaf0000b,P111,Jakarta-Bandung HSR,2021-10-15,Tempo.co,Sri Mulyani's Staffer Clarifies Rp245 Tn in Hidden Debts to China,
TEMPOE0020211015ehaf000gq,P111,Jakarta-Bandung HSR,2021-10-21,Koran Tempo,Beban Anggaran Proyek Mercusuar,
TEMPID0020211021ehal00002,P029,General,2021-10-27,The Jakarta Post,The unspoken: Indonesia navigates great power rivalry,"1,248 words"
JKPOST0020211026ehar00002,P029,General,2021-11-02,The Jakarta Post,China-ASEAN trade expands by 85-fold in 30 years,
JKPOST0020211101ehb20000b,P111,Jakarta-Bandung HSR,2021-11-07,Tempo Magazine,Burdened by State Projects,"1,202 words"
TEMGEN0020211108ehb70000c,P182,Morowali nickel smelter (GNI),2021-12-30,The Jakarta Post,China-backed $3b nickel smelter starts up in Morowali,"Divya Karyza, The Jakarta Post, Jakarta"
JKPOST0020220104ei150000d,P029,General,2022-01-11,The Jakarta Post,The decoupling of the US dollar-yuan relationship?,"1,243 words"
JKPOST0020220110ei1b0000c,P111,Jakarta-Bandung HSR,2022-01-14,Tempo.co,Problems Hinder High-Speed Rail Construction,
TEMPOE0020220114ei1e000jh,P111,Jakarta-Bandung HSR,2022-01-16,Koran Tempo,Melintasi Titik Rawan Bencana,
TEMPID0020220117ei1g00003,P111,Jakarta-Bandung HSR,2022-01-19,Koran Tempo,Kereta Cepat yang Terlambat,
TEMPID0020220120ei1j0002v,P111,Jakarta-Bandung HSR,2022-01-20,The Jakarta Post,Operation of Jakarta-Bandung high-speed railway pushed back to 2023,"Vincent Fabian Thomas , The Jakarta Post, Jakarta"
JKPOST0020220119ei1k00002,P029,General,2022-01-21,Koran Tempo,Gula-gula Ekonomi Pemanis Ibu Kota Baru,
TEMPID0020220121ei1l00005,P029,General,2022-01-25,The Jakarta Post,Neglecting developing world spells doom for climate goals,"1,275 words"
JKPOST0020220124ei1p00002,P154,Morowali & North Konawe nickel mining,2022-01-31,Tempo Magazine,From Nickel to Deforestation,"2,212 words"
TEMGEN0020220131ei1v0000f,P179,Morowali nickel mining,2022-01-31,Tempo Magazine,We’re Talking about Legal Loopholes,
TEMGEN0020220131ei1v0000e,P111,Jakarta-Bandung HSR,2022-02-09,The Jakarta Post,High-speed train project may take years to become profitable: KCIC,"Vincent Fabian Thomas , The Jakarta Post, Jakarta"
JKPOST0020220208ei290000b,P111,Jakarta-Bandung HSR,2022-02-11,Tempo.co,Jakarta-Bandung High-Speed Train Contributes Rp5.34 Tn to State Coffer:,KCIC
TEMPOE0020220211ei2b000jj,P029,General,2022-02-18,The Jakarta Post,Multilateralism: Still the key to a prosperous East Asia,"1,081 words"
JKPOST0020220217ei2i0000g,P111,Jakarta-Bandung HSR,2022-02-21,Tempo Magazine,Ending the Land Mafia,
TEMGEN0020220221ei2l00003,P111,Jakarta-Bandung HSR,2022-02-21,Tempo Magazine,High Speed Train's Misdelivery,"1,885 words"
TEMGEN0020220221ei2l00009,P029,General,2022-02-24,The Jakarta Post,"To ease import dependency, strengthen intra-ASEAN trade","1,270 words"
JKPOST0020220223ei2o00006,P029,General,2022-03-08,The Jakarta Post,G20 Indonesia 2022: New Chinese envoy to Indonesia begins term,
JKPOST0020220307ei3800008,P213,Upper Cisokan hydropower plant,2022-03-17,The Jakarta Post,PLN secures $380m for 1 GW hydropower plant in West Java,"Divya Karyza , The Jakarta Post, Jakarta"
JKPOST0020220316ei3g00008,P138,Kalimantan Industrial Park Indonesia (green industrial zone),2022-03-28,Tempo Magazine,Luhut’s Conflict of Interest,
TEMGEN0020220328ei3s00003,P111,Jakarta-Bandung HSR,2022-04-21,Tempo.co,Indonesia to Negotiate with China over Fast Train's Budget Swell to,US$1.67bn
TEMPOE0020220421ei4l0008g,P178,Morowali nickel / EV investment,2022-05-09,Tempo.co,Luhut Claims Tesla Satisfied with Data of Potential Investment,
TEMPOE0020220509ei59000jh,P160,Morowali (nickel/EV industrial park),2022-05-14,The Jakarta Post,Tech tycoon bromance,
JKPOST0020220513ei5d00009,P122,Jakarta–Bandung high-speed rail (KCJB),2022-06-22,Koran Tempo,Berharap Utang dari CDB,
TEMPID0020220628ei6m0008h,P029,General,2022-07-11,Tempo.co,Jokowi to Visit China in July's End to Extend GMF-BRI Deal,
TEMPOE0020220915ei7b000xz,P122,Jakarta–Bandung high-speed rail (KCJB),2022-07-13,The Jakarta Post,Jokowi sets sights on East Asia,"Yvette Tanamal, The Jakarta Post, Jakarta"
JKPOST0020220712ei7c00006,P029,General,2022-07-21,The Jakarta Post,The centrality of the East Asia Summit under a daunting challenge,"1,251 words"
JKPOST0020220720ei7k00003,P029,General,2022-07-22,The Jakarta Post,Jokowi to touch base with 'traditional' partners: Retno,"A. Muh. Ibnu Aqil , The Jakarta Post, Jakarta"
JKPOST0020220721ei7l00009,P029,General,2022-07-26,Koran Tempo,Dampak Perlambatan Ekonomi Cina terhadap Dunia dan Indonesia,
TEMPID0020220727ei7q00037,P029,General,2022-07-27,The Jakarta Post,"Jokowi, Xi seek to boost synergy","A. Muh. Ibnu Aqil , The Jakarta Post, Jakarta"
JKPOST0020220726ei7q00004,P122,Jakarta–Bandung high-speed rail (KCJB),2022-07-28,The Jakarta Post,"RI, China eye cooperation in energy, chemicals, tech industry","Fadhil Haidar Sulaeman, The Jakarta Post, Jakarta"
JKPOST0020220727ei7r00006,P122,Jakarta–Bandung high-speed rail (KCJB),2022-08-03,The Jakarta Post,Writing a new chapter in East Asia cooperation,"1,054 words"
JKPOST0020220802ei8200004,P029,General,2022-08-17,Koran Tempo,Pengakuan atas Hutan Adat Jalan di Tempat,"1,127 words"
TEMPID0020220817ei8h0002v,P205,Ream Naval Base (Cambodia),2022-09-05,The Jakarta Post,"China's Cambodian dream, a debt trap and regional security concerns","1,211 words"
JKPOST0020220904ei940000c,P107,Indonesia Morowali Industrial Park (IMIP),2022-09-10,The Jakarta Post,The race for electronic vehicles and Indonesia's bid for sustainable,development
JKPOST0020220909ei9900002,P122,Jakarta–Bandung high-speed rail (KCJB),2022-09-30,The Jakarta Post,"China, Indonesia to contribute more to region, the world",
JKPOST0020220929ei9t00008,P122,Jakarta–Bandung high-speed rail (KCJB),2022-10-01,The Jakarta Post,Fact Sheet: Growing China-Indonesia Relations,
JKPOST0020220930ei9u0000e,P122,Jakarta–Bandung high-speed rail (KCJB),2022-10-13,Koran Tempo,Kongres Partai Komunis Cina dan Ekonomi Global,
TEMPID0020221014eiad00036,P029,General,2022-10-27,The Jakarta Post,Predicting Xi Jinping,
JKPOST0020221026eiaq00006,P122,Jakarta–Bandung high-speed rail (KCJB),2022-10-27,The Jakarta Post,RI looks to Xi ahead of hard times,"A. Muh. Ibnu Aqil, The Jakarta Post, Jakarta"
JKPOST0020221026eiaq00004,P029,General,2022-11-02,The Jakarta Post,ASEAN populace has not learned to fully trust China: Survey,"Yvette Tanamal, The Jakarta Post, Jakarta"
JKPOST0020221101eib10000c,P129,Jakarta–Surabaya high-speed rail plan (via Bandung),2022-11-04,Koran Tempo,Banjir Kritik Kereta Cepat Jakarta-Surabaya,"1,266 words"
TEMPID0020221104eib400002,P128,Jakarta–Surabaya high-speed rail plan,2022-11-04,Koran Tempo,Lagi-lagi Obsesi Kereta Cepat,"1,504 words"
TEMPID0020221104eib400003,P029,General,2022-11-17,The Jakarta Post,"China and ASEAN send strong message of openness, cooperation with East",Asia
JKPOST0020221116eibg00008,P029,General,2022-11-17,Tempo.co,"Indonesia, China Sign 5 Bilateral Agreements on Economy to Trade",
TEMPOE0020221117eibh0008d,P122,Jakarta–Bandung high-speed rail (KCJB),2022-11-18,The Jakarta Post,Govt showcases Beijing ties as summit ends,"Divya Karyza and Mark Lempp, The Jakarta Post, Jakarta"
JKPOST0020221117eibh0000a,P029,General,2022-11-29,The Jakarta Post,Indonesia's goldilocks moment in the changing global economy,"1,027 words"
JKPOST0020221128eibs00002,P202,Pomalaa nickel project (Vale–Huayou–Ford),2022-11-29,Koran Tempo,Investasi Berjalan di Tengah Sengketa Perdagangan,
TEMPID0020221130eibt00034,P122,Jakarta–Bandung high-speed rail (KCJB),2022-12-08,Koran Tempo,Bengkak Biaya Berujung Permohonan Penambahan Masa Konsesi,
TEMPID0020221209eic800004,P029,General,2022-12-13,The Jakarta Post,Eased curbs in China set to benefit Indonesia,"Fadhil Haidar Sulaeman, The Jakarta Post, Jakarta"
JKPOST0020221212eicc0000b,P122,Jakarta–Bandung high-speed rail (KCJB),2022-12-21,The Jakarta Post,"KCIC requests concession extension due to low demand, competition",
JKPOST0020221220eick0000h,P122,Jakarta–Bandung high-speed rail (KCJB),2022-12-22,The Jakarta Post,Chinese envoy insists high-speed railway safe despite recent crash,"Yvette Tanamal, The Jakarta Post, Jakarta"
JKPOST0020221221eicl00006,P029,General,2022-12-23,The Jakarta Post,Toward 2023: Preparing for tectonic shifts in the uncertain world,"economy 1,153 words"
JKPOST0020221222eicm00004,P122,Jakarta–Bandung high-speed rail (KCJB),2022-12-30,Koran Tempo,Kaleidoskop Ekonomi,
TEMPOE0020230104ej1400002,P122,Jakarta–Bandung high-speed rail (KCJB),2023-01-04,Koran Tempo,Menagih Hak Pembayar Pajak,
TEMPID0020230104ej1400003,P122,Jakarta–Bandung high-speed rail (KCJB),2023-01-04,Koran Tempo,Jalan Instan Menaikkan Pajak,
TEMPID0020230104ej140002w,P028,GNI nickel smelter (North Morowali),2023-01-16,Tempo.co,Labor Party Reacts to Deadly Workers Clash at Chinese Smelter in C.,Sulawesi
TEMPOE0020230116ej1g000b5,P122,Jakarta–Bandung high-speed rail (KCJB),2023-01-16,Tempo.co,"High-Speed Rail Cost Overrun in Final Negotiation Phase, says KCIC",
TEMPOE0020230116ej1g000b7,P122,Jakarta–Bandung high-speed rail (KCJB),2023-01-16,Tempo.co,NTSC Conducts Investigation Analysis on PT KCIC Work Train Accident,
TEMPOE0020230116ej1g000ji,P028,GNI nickel smelter (North Morowali),2023-01-17,Tempo.co,Workers Clash at PT GNI Nickel Smelter May Harm Investment Climate:,Minister
TEMPOE0020230117ej1h000p1,P028,GNI nickel smelter (North Morowali),2023-01-18,Koran Tempo,Tumbal Ambisi Investasi Jokowi,
TEMPID0020230118ej1i0002t,P029,General,2023-01-20,The Jakarta Post,Strong cooperation in fractured world,
JKPOST0020230119ej1j0000b,P193,North Konawe illegal nickel mining,2023-01-22,Tempo Magazine,Illegal Nickel Laundering,"2,839 words"
TEMGEN0020230123ej1m0000d,P028,GNI nickel smelter (North Morowali),2023-01-22,Tempo Magazine,A Strike Culminates in a Riot,"1,202 words"
TEMGEN0020230123ej1m0000g,P029,General,2023-01-26,The Jakarta Post,No country can expect investment 'red carpet',
JKPOST0020230125ej1p00001,P119,Jakarta–Bandung HSR (KCJB),2023-02-04,Koran Tempo,Alot Pembahasan Biaya Proyek Kereta Cepat,
TEMPID0020230204ej2400002,P191,Nickel downstreaming (Morowali & North Maluku),2023-02-04,The Jakarta Post,Nickel downstreaming and the myth of inclusive growth,"1,027 words"
JKPOST0020230203ej2300008,P191,Nickel downstreaming (Morowali & North Maluku),2023-02-05,Koran Tempo,Penghiliran tanpa Redistribusi,"2,120 words"
TEMPID0020230206ej2500035,P120,Jakarta–Bandung HSR (KCJB) feeder,2023-02-15,Koran Tempo,Terpisah dari Kereta Reguler,
TEMPID0020230216ej2f00033,P119,Jakarta–Bandung HSR (KCJB),2023-02-16,Koran Tempo,Bersepakat dengan Sejumlah Syarat,
TEMPID0020230216ej2g0002v,P013,Batang Toru hydropower,2023-02-21,The Jakarta Post,Poor planning leads PLN to overpay for Batang Toru plant,"Vincent Fabian Thomas , The Jakarta Post, South Tapanuli, North Sumatra"
JKPOST0020230220ej2k0000b,P029,General,2023-02-22,The Jakarta Post,New China FM's visit gives time to reflect,
JKPOST0020230221ej2l0000e,P013,Batang Toru hydropower,2023-02-22,The Jakarta Post,Reputation on the line in Batang Toru project,
JKPOST0020230221ej2l0000c,P029,General,2023-02-22,Koran Tempo,Tercekik Utang Proyek Infrastruktur,
TEMPID0020230222ej2m00031,P060,General (ESG in nickel & tin mining),2023-03-21,The Jakarta Post,Lack of ESG compliance likely to cost Indonesia investment prospects:,"Analysts Divya Karyza, The Jakarta Post, Jakarta"
JKPOST0020230320ej3k0000i,P119,Jakarta–Bandung HSR (KCJB),2023-04-11,Koran Tempo,Terjebak Utang Kereta Cepat,
TEMPID0020230412ej4b00038,P118,Jakarta–Bandung HSR & North Kalimantan Industrial Park,2023-04-12,The Jakarta Post,"Luhut's China trip brings railway, industrial deals","Divya Karyza, The Jakarta Post, Jakarta"
JKPOST0020230411ej4b00005,P029,General,2023-04-24,Koran Tempo,Sosok Baru Pengaman Program Lama,"1,033 words"
TEMPID0020230424ej4o00002,P029,General,2023-04-26,The Jakarta Post,New prospects for China-Indonesia friendship,"1,314 words"
JKPOST0020230425ej4p00007,P137,KIHI & nickel/aluminum smelter clusters,2023-04-26,Koran Tempo,Basa-basi Transisi Energi,"1,042 words"
TEMPID0020230427ej4q00032,P093,"General nickel industry (Vale, Morowali, etc.)",2023-04-30,Tempo Magazine,The Rise of Nickel,"1,268 words"
TEMGEN0020230501ej4u00009,,,2023-04-30,Tempo Magazine,Hunting for Nickel Smelter Projects in Indonesia,"1,865 words"
TEMGEN0020230501ej4u0000d,P122,Jakarta–Bandung high-speed rail (KCJB),2023-05-15,Tempo.co,Jakarta-Bandung High-Speed Train Test to Start Soon; People Asked to,Stay Away from Tracks
TEMPOE0020230515ej5f0005n,P028,GNI nickel smelter (North Morowali),2023-05-16,The Jakarta Post,How EVs cannot be truly green in coal-dependent RI,
JKPOST0020230515ej5f0000c,P029,General,2023-05-17,The Jakarta Post,Whither ASEAN centrality and unity?,"1,159 words"
JKPOST0020230516ej5g0000j,P029,General,2023-05-24,The Jakarta Post,Analysis: Examining the benefits and risks of 'de-dollarization',"1,231 words"
JKPOST0020230523ej5n00002,P029,General,2023-05-30,Tempo.co,Minister Luhut Says Investors from China Important for Indonesia,
TEMPOE0020230530ej5u00001,P029,General,2023-05-31,The Jakarta Post,Indonesia-China cooperation key to sustainable development,"1,227 words"
JKPOST0020230530ej5u0000e,P029,General,2023-06-04,Tempo.co,Quantum Expresses Interest in Clean Energy Technology Investment in,Indonesia's New Capital IKN
TEMPOE0020230604ej640002u,P122,Jakarta–Bandung high-speed rail (KCJB),2023-06-13,The Jakarta Post,RI rushes to complete high-speed railway link,
JKPOST0020230612ej6c0000d,P029,General,2023-06-13,The Jakarta Post,"Top regional lender China struggling with development commitments, study",finds
JKPOST0020230612ej6c0000e,P122,Jakarta–Bandung high-speed rail (KCJB),2023-06-15,The Jakarta Post,Not in the driving seat,
JKPOST0020230614ej6e0000a,P122,Jakarta–Bandung high-speed rail (KCJB),2023-06-16,The Jakarta Post,Trade surplus plunges to three-year low,
JKPOST0020230615ej6f00005,P029,General,2023-06-16,Tempo.co,Economist Reveal Signs of Incoming China Debt Trap,
TEMPOE0020230615ej6g000jh,P029,General,2023-06-16,Koran Tempo,Proyek Infrastruktur Jadi Bidikan,
TEMPID0020230616ej6g0002u,P029,General,2023-06-16,Koran Tempo,Rendah Kualitas Investasi Cina,"1,258 words"
TEMPID0020230616ej6g0002y,P122,Jakarta–Bandung high-speed rail (KCJB),2023-06-18,Tempo Magazine,Cracks from Uncollected Debts,"1,052 words"
TEMGEN0020230619ej6i0000g,P029,General,2023-06-19,The Jakarta Post,Beyond trade: FDI as seeds for growth in China and ASEAN's shared future,"1,061 words"
JKPOST0020230618ej6i00004,P145,Mandalika tourism project,2023-06-19,Koran Tempo,Strategi di Tengah Beban Utang,"1,097 words"
TEMPID0020230619ej6j0002y,P094,General nickel mining,2023-07-03,Koran Tempo,Meredam Emisi Karbon Penambangan Nikel,"1,064 words"
TEMPID0020230704ej7300036,P029,General,2023-07-09,Tempo.co,Unravelling the Belt and Road Puzzle in Indonesia,"1,057 words"
TEMPOE0020230709ej79000b5,P029,General,2023-07-14,Koran Tempo,Minim Dampak Proyek Jumbo,
TEMPID0020230714ej7e0002x,P177,Morowali nickel,2023-07-16,Tempo Magazine,More than Just Refining Minerals,"1,177 words"
TEMGEN0020230717ej7g0000j,P214,Vale nickel smelters (Bahodopi/Morowali),2023-07-16,Tempo Magazine,Creating Low-Emission Smelters,
TEMGEN0020230717ej7g0000k,P146,Mandiodo nickel mine,2023-07-24,Tempo Magazine,Operating With Dubious Documents,"1,243 words"
TEMGEN0020230724ej7o00007,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-08-12,Koran Tempo,Salah Arah Subsidi Kereta Cepat,"1,016 words"
TEMPID0020230812ej8c00003,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-08-23,The Jakarta Post,Mistargeted subsidy,
JKPOST0020230822ej8m0008q,P029,General,2023-08-23,Kompas.com,"Produk Makanan, UMKM, dan Hilirisasi ke China Meningkat Signifikan",Sabrina Asril
KOMPCO0020230823ej8n0002u,P029,General,2023-08-25,The Jakarta Post,Belt and Road : Opportunities for energy transition,
JKPOST0020230824ej8o0000a,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-08-31,The Jakarta Post,"Strategizing for operational, sustainability of high-speed train","1,049 words"
JKPOST0020230830ej8u0000i,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-09-06,Tempo.co,China Premier Li Qiang Joins Test Ride of Indonesia's High-speed Train,
TEMPOE0020230906ej96000jh,P029,General,2023-09-07,The Jakarta Post,Commentary: ASEAN centrality and unity have never been this important,
JKPOST0020230906ej9600004,P029,General,2023-09-08,Kompas.com,Jokowi Ungkap Investasi China di Indonesia Semakin Bertambah,Sabrina Asril
KOMPCO0020230908ej98000xe,P070,General (Vale nickel projects),2023-09-10,Koran Tempo,Komitmen Investasi Jumbo di Industri Nikel,"1,399 words"
TEMPID0020230911ej9a0002x,P043,General (BRI),2023-09-11,Tempo.co,Unravelling the Belt and Road puzzle in Indonesia,"1,059 words"
TEMPOE0020230911ej9b000b5,P029,General,2023-09-13,The Jakarta Post,China to remain 'key economic partner' after 2024 election,"Yohana Belinda, The Jakarta Post, Jakarta"
JKPOST0020230912ej9c00004,P040,General (BRI in Southeast Asia),2023-09-13,Tempo.co,Southeast Asia's Belt and Road Paved with Promises,
TEMPOE0020230913ej9d0008d,P088,General (nickel export policy),2023-09-14,Koran Tempo,Babak Baru Sengketa Ekspor Nikel,"1,848 words"
TEMPID0020230915ej9e00033,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-09-15,The Jakarta Post,RI hands early years of rail operation to China Railway,"Aditya Hadi , The Jakarta Post, Jakarta"
JKPOST0020230914ej9e00001,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-09-15,Koran Tempo,Dampak Semu Penjaminan Kereta Cepat,
TEMPID0020230915ej9f00031,P078,General (halal industrial zones),2023-09-15,Kompas.com,Ma'ruf Amin Ajak Pengusaha China Berinvestasi di Industri Halal,Icha Rastika
KOMPCO0020230915ej9f000gz,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-09-18,Tempo.co,Indonesia-China Agree on KCJB's Operation and Maintenance Consortium,
TEMPOE0020230918ej9i0005m,P035,General (BRI / global climate),2023-09-21,Tempo.co,Coal-fired Contradictions: Why Climate Action Needs a Circuit Breaker,"1,094 words"
TEMPOE0020230921ej9l00002,P218,Whoosh / Jakarta–Bandung HSR,2023-09-21,Tempo.co,Economist Sees Indonesia Has Fallen into China's Debt Trap,
TEMPOE0020230921ej9l000ji,P218,Whoosh / Jakarta–Bandung HSR,2023-09-21,Tempo.co,Jakarta-Bandung High-speed Train Officially Introduced as ' Whoosh ',
TEMPOE0020230921ej9l000p3,P218,Whoosh / Jakarta–Bandung HSR,2023-10-03,The Jakarta Post,"More work ahead, analysts say on day of HSR inauguration","Aditya Hadi, The Jakarta Post, Jakarta"
JKPOST0020231002eja20002t,P218,Whoosh / Jakarta–Bandung HSR,2023-10-04,Tempo.co,Indonesia-China Negotiate Loan Interest for Whoosh High-Speed Train Cost,Overrun
TEMPOE0020231004eja40008f,P206,Rempang Eco-City,2023-10-05,The Jakarta Post,The Rempang project and infrastructure accountability risk,"1,019 words"
JKPOST0020231004eja40000f,P058,General (Chinese real estate FDI),2023-10-06,The Jakarta Post,Chinese investment in Indonesian real estate dries up,"Deni Ghifari , The Jakarta Post, Jakarta"
JKPOST0020231005eja500003,P156,Morowali (IMIP HPAL smelter),2023-10-06,The Jakarta Post,Nickel Industries' HPAL smelter prepares to enter FID stage,"Divya Karyza, The Jakarta Post, Jakarta"
JKPOST0020231005eja500002,P218,Whoosh / Jakarta–Bandung HSR,2023-10-06,The Jakarta Post,A debt trap is lurking,
JKPOST0020231005eja500004,P083,General (nickel downstream districts),2023-10-06,Kompas.id,Ekonomi,"Investasi Pabrik Nikel Belum ”Menetes” pada Warga Lokal AUFRIDA WISMI WARASTRI 1,043 words"
KOMPID0020231012eja6001co,P218,Whoosh / Jakarta–Bandung HSR,2023-10-09,Tempo Magazine,The Indonesian Parasite Railway,
TEMGEN0020231009eja900002,P158,Morowali (PT GNI smelter),2023-10-09,Kompas.id,Taja,"Cerita Desa Bunta, Sebelum dan Setelah Kehadiran PT GNI"
KOMPID0020231012eja90014v,P081,General (mining downstream policy),2023-10-09,Kompas.id,Ekonomi,"Cadangan Nikel Menipis, Manfaat Hilirisasi Perlu Dipercepat 1,127 words"
KOMPID0020231012eja90014u,P036,General (BRI / shared future),2023-10-13,The Jakarta Post,"Ahead of BRI anniversary, China unveils white paper on global",cooperation
JKPOST0020231012ejac0000g,P039,General (BRI global),2023-10-14,The Jakarta Post,A decade of progress: The BRI's global transformation,"1,132 words"
JKPOST0020231013ejad0000f,P079,General (hilirisasi & smelters),2023-10-15,Kompas.id,Ekonomi,"Hilirisasi Jangan Lagi Setengah Hati MUHAMMAD FAJAR MARTA 1,132 words"
